"species","synonyms"
"Tylototriton taliangensis","Tylototriton taliangensis"
"Tylototriton uyenoi","Tylototriton (Tylototriton) uyenoi"
"Tylototriton uyenoi","Tylototriton uyenoi"
"Tylototriton verrucosus","Glossolega verrucosa"
"Tylototriton verrucosus","Pleurodeles (Tylototriton) verrucosus"
"Tylototriton verrucosus","Pleurodeles verrucosus"
"Tylototriton verrucosus","Triturus (Tylototriton) verrucosus"
"Tylototriton verrucosus","Triturus verrucosus"
"Tylototriton verrucosus","Tylototriton (Tylototriton) verrucosus"
"Tylototriton verrucosus","Tylototriton (Tylototriton) verrucosus verrucosus"
"Tylototriton verrucosus","Tylototriton verrucosus"
"Tylototriton verrucosus","Tylototriton verrucosus verrucosus"
"Tylototriton verrucosus","Tylotriton verrucosus"
"Tylototriton vietnamensis","Tylototriton (Yaotriton) vietnamensis"
"Tylototriton vietnamensis","Tylototriton vietnamensis"
"Tylototriton vietnamensis","Yaotriton vietnamensis"
"Tylototriton wenxianensis","Echinotriton asperrimus wenxianensis"
"Tylototriton wenxianensis","Pleurodeles (Tylototrion) asperrimus wenxianensis"
"Tylototriton wenxianensis","Pleurodeles asperrimus wenxianensis"
"Tylototriton wenxianensis","Tylototrion asperrimus wenxianensis"
"Tylototriton wenxianensis","Tylototriton (Yaotriton) wenxianensis"
"Tylototriton wenxianensis","Tylototriton asperrimus pingwuensis"
"Tylototriton wenxianensis","Tylototriton asperrimus wenxianensis"
"Tylototriton wenxianensis","Tylototriton wenxianensis"
"Tylototriton wenxianensis","Tylototriton wenxianensis wenxianensis"
"Tylototriton wenxianensis","Yaotriton wenxianensis"
"Tylototriton yangi","Tylototriton (Tylototriton) yangi"
"Tylototriton yangi","Tylototriton daweishanensi"
"Tylototriton yangi","Tylototriton yangi"
"Tylototriton ziegleri","Tylototriton (Yaotriton) ziegleri"
"Tylototriton ziegleri","Tylototriton ziegleri"
"Tylototriton ziegleri","Yaotriton ziegleri"
"Chioglossa lusitanica","Chioglossa lusitanica"
"Chioglossa lusitanica","Chioglossa lusitanica brevidigitata"
"Chioglossa lusitanica","Chioglossa lusitanica longipes"
"Chioglossa lusitanica","Chioglossa lusitanica lusitanica"
"Lyciasalamandra antalyana","Lyciasalamandra antalyana"
"Lyciasalamandra antalyana","Lyciasalamandra antalyana antalyana"
"Lyciasalamandra antalyana","Lyciasalamandra antalyana gocmeni"
"Lyciasalamandra antalyana","Mertensiella luschani antalyana"
"Lyciasalamandra atifi","Lyciasalamandra atifi"
"Lyciasalamandra atifi","Lyciasalamandra atifi atifi"
"Lyciasalamandra atifi","Lyciasalamandra atifi bayrami"
"Lyciasalamandra atifi","Lyciasalamandra atifi godmanni"
"Lyciasalamandra atifi","Lyciasalamandra atifi kunti"
"Lyciasalamandra atifi","Lyciasalamandra atifi oezi"
"Lyciasalamandra atifi","Lyciasalamandra atifi veithi"
"Lyciasalamandra atifi","Mertensiella luschani atifi"
"Lyciasalamandra billae","Lyciasalamandra arikani"
"Lyciasalamandra billae","Lyciasalamandra billae"
"Lyciasalamandra billae","Lyciasalamandra billae arikani"
"Lyciasalamandra billae","Lyciasalamandra billae billae"
"Lyciasalamandra billae","Lyciasalamandra billae eikeae"
"Lyciasalamandra billae","Lyciasalamandra billae irfani"
"Lyciasalamandra billae","Lyciasalamandra billae yehudahi"
"Lyciasalamandra billae","Lyciasalamandra irfani"
"Lyciasalamandra billae","Lyciasalamandra yehudahi"
"Lyciasalamandra billae","Mertensiella luschani billae"
"Lyciasalamandra fazilae","Lyciasalamandra fazilae"
"Lyciasalamandra fazilae","Lyciasalamandra fazilae fazilae"
"Lyciasalamandra fazilae","Lyciasalamandra fazilae ulfetae"
"Lyciasalamandra fazilae","Mertensiella luschani fazilae"
"Lyciasalamandra flavimembris","Lyciasalamandra flavimembris"
"Lyciasalamandra flavimembris","Lyciasalamandra flavimembris flavimembris"
"Lyciasalamandra flavimembris","Lyciasalamandra flavimembris ilgazi"
"Lyciasalamandra flavimembris","Mertensiella luschani flavimembris"
"Lyciasalamandra helverseni","Lyciasalamandra helverseni"
"Lyciasalamandra helverseni","Mertensiella luschani helverseni"
"Lyciasalamandra luschani","Lyciasalamandra luschani"
"Lyciasalamandra luschani","Mertensiella luschani"
"Lyciasalamandra luschani","Mertensiella luschani basoglui"
"Lyciasalamandra luschani","Mertensiella luschani finikensis"
"Lyciasalamandra luschani","Mertensiella luschani luschani"
"Lyciasalamandra luschani","Molge luschani"
"Lyciasalamandra luschani","Molge Luschani"
"Lyciasalamandra luschani","Salamandra (Mertensiella) luschani"
"Lyciasalamandra luschani","Salamandra luschani"
"Mertensiella caucasica","Exaeretus caucasicus"
"Mertensiella caucasica","Mertensiella caucasica"
"Mertensiella caucasica","Mertensiella caucasica caucasica"
"Mertensiella caucasica","Mertensiella caucasica djanaschvilii"
"Mertensiella caucasica","Salamandra (Mertensiella) caucasica"
"Mertensiella caucasica","Salamandra caucasia"
"Mertensiella caucasica","Salamandra caucasica"
"Salamandra algira","Algiandra algira"
"Salamandra algira","Algiandra algira algira"
"Salamandra algira","Algiandra algira spelaea"
"Salamandra algira","Algiandra tingitana"
"Salamandra algira","Salamandra (Algiandra) algira algira"
"Salamandra algira","Salamandra (Algiandra) algira spelaea"
"Salamandra algira","Salamandra (Algiandra) tingitana"
"Salamandra algira","Salamandra algira"
"Salamandra algira","Salamandra algira algira"
"Salamandra algira","Salamandra algira spelaea"
"Salamandra algira","Salamandra algira splendens"
"Salamandra algira","Salamandra algira tingitana"
"Salamandra algira","Salamandra maculosa var. algira"
"Salamandra algira","Salamandra salamandra algira"
"Salamandra algira","Salamandra tingitana"
"Salamandra atra","Alpandra atra"
"Salamandra atra","Alpandra atra atra"
"Salamandra atra","Alpandra atra pasubiensis"
"Salamandra atra","Alpandra atra prenjensis"
"Salamandra atra","Alpandra aurorae"
"Salamandra atra","Geotriton fuscus"
"Salamandra atra","Lacerta atra"
"Salamandra atra","Salamandra (Alpandra) atra atra"
"Salamandra atra","Salamandra (Alpandra) atra pasubiensis"
"Salamandra atra","Salamandra (Alpandra) atra prenjensis"
"Salamandra atra","Salamandra (Alpandra) aurorae"
"Salamandra atra","Salamandra (Salamandra) atra"
"Salamandra atra","Salamandra alpestris"
"Salamandra atra","Salamandra atra"
"Salamandra atra","Salamandra atra atra"
"Salamandra atra","Salamandra atra aurorae"
"Salamandra atra","Salamandra atra pasubiensis"
"Salamandra atra","Salamandra atra prenjensis"
"Salamandra atra","Salamandra aurorae"
"Salamandra atra","Salamandra fusca"
"Salamandra atra","Salamandra maculosa var. atra"
"Salamandra atra","Salamandra nera"
"Salamandra atra","Salamandra nigra"
"Salamandra atra","Spelerpes fuscus"
"Salamandra atra","Triton fuscus"
"Salamandra corsica","Corsandra atra"
"Salamandra corsica","Corsandra atra atra"
"Salamandra corsica","Salamandra (Corsandra) atra atra"
"Salamandra corsica","Salamandra atra"
"Salamandra corsica","Salamandra atra atra"
"Salamandra corsica","Salamandra corsica"
"Salamandra corsica","Salamandra maculosa var. corsica"
"Salamandra corsica","Salamandra moncheriana"
"Salamandra corsica","Salamandra moncherina"
"Salamandra corsica","Salamandra salamandra corsica"
"Salamandra infraimmaculata","Oriandra infraimmaculata"
"Salamandra infraimmaculata","Oriandra infraimmaculata infraimmaculata"
"Salamandra infraimmaculata","Oriandra infraimmaculata orientalis"
"Salamandra infraimmaculata","Oriandra infraimmaculata semenovi"
"Salamandra infraimmaculata","Oriandra semenovi"
"Salamandra infraimmaculata","Salamandra (Oriandra) infraimmaculata infraimmaculata"
"Salamandra infraimmaculata","Salamandra (Oriandra) infraimmaculata orientalis"
"Salamandra infraimmaculata","Salamandra (Oriandra) infraimmaculata semenovi"
"Salamandra infraimmaculata","Salamandra (Oriandra) semenovi"
"Salamandra infraimmaculata","Salamandra infraimmaculata"
"Salamandra infraimmaculata","Salamandra infraimmaculata immaculata"
"Salamandra infraimmaculata","Salamandra infraimmaculata infraimmaculata"
"Salamandra infraimmaculata","Salamandra infraimmaculata orientalis"
"Salamandra infraimmaculata","Salamandra infraimmaculata semenovi"
"Salamandra infraimmaculata","Salamandra maculosa forma orientalis"
"Salamandra infraimmaculata","Salamandra maculosa subsp. semenovi"
"Salamandra infraimmaculata","Salamandra maculosa var. infraimmaculata"
"Salamandra infraimmaculata","Salamandra maculosa var. orientalis"
"Salamandra infraimmaculata","Salamandra salamandra infraimmaculata"
"Salamandra infraimmaculata","Salamandra salamandra orientalis"
"Salamandra infraimmaculata","Salamandra salamandra semenovi"
"Salamandra infraimmaculata","Salamandra semenovi"
"Salamandra lanzai","Mimandra lanzai"
"Salamandra lanzai","Salamandra (Mimandra) lanzai"
"Salamandra lanzai","Salamandra lanzai"
"Salamandra longirostris","Salamandra (Salamandra) longirostris"
"Salamandra longirostris","Salamandra longirostris"
"Salamandra longirostris","Salamandra salamandra longirostris"
"Salamandra salamandra","Gecko salamandra"
"Salamandra salamandra","Lacerta salamandra"
"Salamandra salamandra","Salamandra (Salamandra) almanzoris"
"Salamandra salamandra","Salamandra (Salamandra) salamandra"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (crespoi) crespoi"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (crespoi) morenica"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (fastuosa) alfredschmidti"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (fastuosa) bernardezi"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (fastuosa) fastuosa"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (fastuosa) gigliolii"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (salamandra) bejarae"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (salamandra) beschkovi"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (salamandra) gallaica"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (salamandra) salamandra"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (salamandra) terrestris"
"Salamandra salamandra","Salamandra (Salamandra) salamandra (salamandra) werneri"
"Salamandra salamandra","Salamandra almanzoris"
"Salamandra salamandra","Salamandra candida"
"Salamandra salamandra","Salamandra gallaica crespoi"
"Salamandra salamandra","Salamandra maculata"
"Salamandra salamandra","Salamandra maculosa"
"Salamandra salamandra","Salamandra maculosa bejarae"
"Salamandra salamandra","Salamandra maculosa bezarae"
"Salamandra salamandra","Salamandra maculosa forma fastuosa"
"Salamandra salamandra","Salamandra maculosa subsp. Bernardezi"
"Salamandra salamandra","Salamandra maculosa taeniata forma bernardezi"
"Salamandra salamandra","Salamandra maculosa var. coccinea"
"Salamandra salamandra","Salamandra maculosa var. europaea"
"Salamandra salamandra","Salamandra maculosa var. gallaica"
"Salamandra salamandra","Salamandra maculosa var. molleri"
"Salamandra salamandra","Salamandra maculosa var. nera"
"Salamandra salamandra","Salamandra maculosa var. nigriventris"
"Salamandra salamandra","Salamandra maculosa var. pezzata"
"Salamandra salamandra","Salamandra maculosa var. quadri-virgata"
"Salamandra salamandra","Salamandra maculosa var. speciosa"
"Salamandra salamandra","Salamandra maculosa var. taeniata"
"Salamandra salamandra","Salamandra maculosa var. taeniata forma Bonnali"
"Salamandra salamandra","Salamandra maculosa var. typica"
"Salamandra salamandra","Salamandra moncheriana"
"Salamandra salamandra","Salamandra salamandra"
"Salamandra salamandra","Salamandra salamandra (= maculosa) hispanica"
"Salamandra salamandra","Salamandra salamandra (crespoi) crespoi"
"Salamandra salamandra","Salamandra salamandra (crespoi) morenica"
"Salamandra salamandra","Salamandra salamandra (fastuosa) alfredschmidti"
"Salamandra salamandra","Salamandra salamandra (fastuosa) bernardezi"
"Salamandra salamandra","Salamandra salamandra (fastuosa) fastuosa"
"Salamandra salamandra","Salamandra salamandra (fastuosa) gigliolii"
"Salamandra salamandra","Salamandra salamandra (gallaica) crespoi"
"Salamandra salamandra","Salamandra salamandra (salamandra) bejarae"
"Salamandra salamandra","Salamandra salamandra (salamandra) beschkovi"
"Salamandra salamandra","Salamandra salamandra (salamandra) gallaica"
"Salamandra salamandra","Salamandra salamandra (salamandra) salamandra"
"Salamandra salamandra","Salamandra salamandra (salamandra) terrestris"
"Salamandra salamandra","Salamandra salamandra (salamandra) werneri"
"Salamandra salamandra","Salamandra salamandra albanica"
"Salamandra salamandra","Salamandra salamandra alfredschmidti"
"Salamandra salamandra","Salamandra salamandra almanzoris"
"Salamandra salamandra","Salamandra salamandra bejarae"
"Salamandra salamandra","Salamandra salamandra bernardazi"
"Salamandra salamandra","Salamandra salamandra bernardezi"
"Salamandra salamandra","Salamandra salamandra beschkovi"
"Salamandra salamandra","Salamandra salamandra bonnali"
"Salamandra salamandra","Salamandra salamandra carpathica"
"Salamandra salamandra","Salamandra salamandra crespoi"
"Salamandra salamandra","Salamandra salamandra fastuosa"
"Salamandra salamandra","Salamandra salamandra forma francica"
"Salamandra salamandra","Salamandra salamandra forma werneri"
"Salamandra salamandra","Salamandra salamandra gallaica"
"Salamandra salamandra","Salamandra salamandra gigliolii"
"Salamandra salamandra","Salamandra salamandra hispanica"
"Salamandra salamandra","Salamandra salamandra molleri"
"Salamandra salamandra","Salamandra salamandra morenica"
"Salamandra salamandra","Salamandra salamandra salamandra"
"Salamandra salamandra","Salamandra salamandra taeniata"
"Salamandra salamandra","Salamandra salamandra terrestris"
"Salamandra salamandra","Salamandra salamandra thuringica"
"Salamandra salamandra","Salamandra terrestris"
"Salamandra salamandra","Salamandra vulgaris"
"Salamandra salamandra","Triton corthyphorus"
"Salamandra salamandra","Triton vulgaris"
"Salamandrina perspicillata","Geotriton savi"
"Salamandrina perspicillata","Salamandra (Salamandra) perspcillata"
"Salamandrina perspicillata","Salamandra perspcillata"
"Salamandrina perspicillata","Salamandra perspicillata"
"Salamandrina perspicillata","Salamandra savi"
"Salamandrina perspicillata","Salamandrina perspicillata"
"Salamandrina perspicillata","Seiranota condylura"
"Salamandrina perspicillata","Seiranota perspicillata"
"Salamandrina terdigitata","Molge tridactyla"
"Salamandrina terdigitata","Salamandra imperati"
"Salamandrina terdigitata","Salamandra ter-digitata"
"Salamandrina terdigitata","Salamandra Ter-digitata"
"Salamandrina terdigitata","Salamandra tridactyla"
"Salamandrina terdigitata","Salamandrina terdigitata"
"Salamandrina terdigitata","Triton tridactylus"
"Pseudobranchus axanthus","Pseudobranchus axanthus"
"Pseudobranchus axanthus","Pseudobranchus axanthus axanthus"
"Pseudobranchus axanthus","Pseudobranchus axanthus belli"
"Pseudobranchus axanthus","Pseudobranchus striatus axanthus"
"Pseudobranchus axanthus","Pseudobranchus striatus belli"
"Pseudobranchus striatus","Pseudobranchus striatus"
"Pseudobranchus striatus","Pseudobranchus striatus lustricolus"
"Pseudobranchus striatus","Pseudobranchus striatus spheniscus"
"Pseudobranchus striatus","Pseudobranchus striatus striatus"
"Pseudobranchus striatus","Siren striata"
"Siren intermedia","Siren intermedia"
"Siren intermedia","Siren intermedia intermedia"
"Siren intermedia","Siren intermedia nettingi"
"Siren intermedia","Siren intermedia texana"
"Siren intermedia","Siren nettingi"
"Siren intermedia","Siren texana"
"Siren lacertina","Muraena siren"
"Siren lacertina","Phanerobranchus dipus"
"Siren lacertina","Siren lacertina"
"Siren lacertina","Sirene lacertina"
"Siren lacertina","Syren lacertina"
"Siren reticulata","Siren reticulata"
"Caecilia abitaguae","Caecilia abitaguae"
"Caecilia albiventris","Caecilia albiuentris"
"Caecilia albiventris","Caecilia albiventris"
"Caecilia albiventris","Coecilia albiventris"
"Caecilia antioquiaensis","Caecilia antioquiaensis"
"Caecilia armata","Caecilia armata"
"Caecilia attenuata","Caecilia attenuata"
"Caecilia bokermanni","Caecilia bokermanni"
"Caecilia caribea","Caecilia caribea"
"Caecilia corpulenta","Caecilia corpulenta"
"Caecilia crassisquama","Caecilia crassisquama"
"Caecilia degenerata","Caecilia degenerata"
"Caecilia disossea","Caecilia disossea"
"Caecilia dunni","Caecilia dunni"
"Caecilia dunni","Caecilia intermedia"
"Caecilia flavopunctata","Caecilia flavopunctata"
"Caecilia gracilis","Caecilia gracilis"
"Caecilia gracilis","Caecilia gracilis var. lumbricoidea"
"Caecilia gracilis","Caecilia lumbricoïdaea"
"Caecilia gracilis","Caecilia lumbricoides"
"Caecilia gracilis","Caecilia vermiformis"
"Caecilia gracilis","Coecilia lumbricoidaea"
"Caecilia guntheri","Caecilia guentheri"
"Caecilia guntheri","Caecilia guntheri"
"Caecilia guntheri","Caecilia güntheri"
"Caecilia inca","Caecilia inca"
"Caecilia isthmica","Caecilia isthmica"
"Caecilia leucocephala","Caecilia leucocephala"
"Caecilia marcusi","Caecilia marcusi"
"Caecilia mertensi","Caecilia mertensi"
