"species","synonyms"
"Boophis guibei","Boophis granulosus"
"Boophis guibei","Boophis guibei"
"Boophis guibei","Rhacophorus granulosus"
"Boophis guibei","Rhacophorus guibei"
"Boophis guibei","Sahona guibei"
"Boophis haematopus","Boophis (Boophis) haematopus"
"Boophis haematopus","Boophis haematopus"
"Boophis haingana","Boophis haingana"
"Boophis idae","Boophis (Sahona) hillenii"
"Boophis idae","Boophis (Sahona) idae"
"Boophis idae","Boophis albiventer"
"Boophis idae","Boophis catalai"
"Boophis idae","Boophis hillenii"
"Boophis idae","Boophis idae"
"Boophis idae","Hyperolius idae"
"Boophis idae","Rappia idae"
"Boophis idae","Rhacophoris (Boophis) albiventer"
"Boophis idae","Rhacophoris albiventer"
"Boophis idae","Rhacophorus (Rhacophorus) albiventer"
"Boophis idae","Rhacophorus albiventer"
"Boophis idae","Rhacophorus Boulengeri"
"Boophis idae","Rhacophorus catalai"
"Boophis idae","Rhacophorus femoralis"
"Boophis idae","Sahona hillenii"
"Boophis idae","Sahona idae"
"Boophis jaegeri","Boophis (Boophis) jaegeri"
"Boophis jaegeri","Boophis jaegeri"
"Boophis laurenti","Boophis (Boophis) laurenti"
"Boophis laurenti","Boophis laurenti"
"Boophis laurenti","Rhacophorus (Boophis) laurenti"
"Boophis laurenti","Rhacophorus andringitraensis"
"Boophis laurenti","Rhacophorus andringitrensis"
"Boophis laurenti","Rhacophorus brygooi"
"Boophis laurenti","Rhacophorus laurenti"
"Boophis liami","Boophis (Boophis) liami"
"Boophis liami","Boophis liami"
"Boophis lichenoides","Boophis (Sahona) lichenoides"
"Boophis lichenoides","Boophis lichenoides"
"Boophis lichenoides","Sahona lichenoides"
"Boophis lilianae","Boophis (Boophis) lilianae"
"Boophis lilianae","Boophis lilianae"
"Boophis luciae","Boophis luciae"
"Boophis luteus","Boophis (Boophis) luteus"
"Boophis luteus","Boophis anceps"
"Boophis luteus","Boophis luteus"
"Boophis luteus","Boophis luteus luteus"
"Boophis luteus","Rhacophoris (Boophis) anceps"
"Boophis luteus","Rhacophoris anceps"
"Boophis luteus","Rhacophorus (Rhacophorus) anceps"
"Boophis luteus","Rhacophorus (Rhacophorus) isabellinus"
"Boophis luteus","Rhacophorus (Rhacophorus) luteus"
"Boophis luteus","Rhacophorus anceps"
"Boophis luteus","Rhacophorus isabellinus"
"Boophis luteus","Rhacophorus luteus"
"Boophis luteus","Rhacophorus luteus var. longicrus"
"Boophis madagascariensis","Boophis (Boophis) madagascariensis"
"Boophis madagascariensis","Boophis madagascariensis"
"Boophis madagascariensis","Rhacophorus (Rhacophorus) herthae"
"Boophis madagascariensis","Rhacophorus (Rhacophorus) madagascariensis"
"Boophis madagascariensis","Rhacophorus herthae"
"Boophis madagascariensis","Rhacophorus madagascariensis"
"Boophis majori","Boophis (Boophis) majori"
"Boophis majori","Boophis majori"
"Boophis majori","Rhacophorus (Rhacophorus) majori"
"Boophis majori","Rhacophorus majori"
"Boophis mandraka","Boophis (Boophis) mandraka"
"Boophis mandraka","Boophis mandraka"
"Boophis marojezensis","Boophis (Boophis) marojezensis"
"Boophis marojezensis","Boophis marojezensis"
"Boophis masoala","Boophis masoala"
"Boophis miadana","Boophis miadana"
"Boophis microtympanum","Boophis (Boophis) microtympanum"
"Boophis microtympanum","Boophis boettgeri"
"Boophis microtympanum","Boophis microtympanum"
"Boophis microtympanum","Boophis microympanum"
"Boophis microtympanum","Hylambates microtympanum"
"Boophis microtympanum","Rhacophorus (Rhacophorus) arboreus"
"Boophis microtympanum","Rhacophorus (Rhacophorus) boettgeri"
"Boophis microtympanum","Rhacophorus arboreus"
"Boophis microtympanum","Rhacophorus boettgeri"
"Boophis microtympanum","Rhacophorus microtympanum"
"Boophis miniatus","Boophis (Boophis) miniatus"
"Boophis miniatus","Boophis miniatus"
"Boophis miniatus","Rhacophorus (Boophis) miniatus"
"Boophis miniatus","Rhacophorus (Rhacophorus) miniatus"
"Boophis miniatus","Rhacophorus miniatus"
"Boophis narinsi","Boophis narinsi"
"Boophis nauticus","Boophis nauticus"
"Boophis obscurus","Boophis obscurus"
"Boophis obscurus","Rhacophorus (Rhacophorus) obscurus"
"Boophis obscurus","Rhacophorus obscurus"
"Boophis occidentalis","Boophis (Boophis) occidentalis"
"Boophis occidentalis","Boophis albilabris occidentalis"
"Boophis occidentalis","Boophis occidentalis"
"Boophis opisthodon","Boophis (Sahona) opisthodon"
"Boophis opisthodon","Boophis opisthodon"
"Boophis opisthodon","Rhacophorus (Rhacophorus) opisthodon"
"Boophis opisthodon","Rhacophorus opisthodon"
"Boophis opisthodon","Sahona opisthodon"
"Boophis pauliani","Boophis (Sahona) pauliani"
"Boophis pauliani","Boophis pauliani"
"Boophis pauliani","Hyperolius Pauliani"
"Boophis pauliani","Sahona pauliani"
"Boophis periegetes","Boophis (Boophis) periegetes"
"Boophis periegetes","Boophis periegetes"
"Boophis picturatus","Boophis (Boophis) picturatus"
"Boophis picturatus","Boophis picturatus"
"Boophis piperatus","Boophis piperatus"
"Boophis popi","Boophis popi"
"Boophis praedictus","Boophis praedictus"
"Boophis pyrrhus","Boophis (Boophis) pyrrhus"
"Boophis pyrrhus","Boophis pyrrhus"
"Boophis quasiboehmei","Boophis quasiboehmei"
"Boophis rappiodes","Boophis (Boophis) rappiodes"
"Boophis rappiodes","Boophis rappiodes"
"Boophis rappiodes","Rhacophorus (Rhacophorus) rappiodes"
"Boophis rappiodes","Rhacophorus rappiodes"
"Boophis reticulatus","Boophis (Boophis) reticulatus"
"Boophis reticulatus","Boophis reticulatus"
"Boophis rhodoscelis","Boophis (Boophis) rhodoscelis"
"Boophis rhodoscelis","Boophis rhodoscelis"
"Boophis rhodoscelis","Rhacophorus (Rhacophorus) rhodoscelis"
"Boophis rhodoscelis","Rhacophorus rhodoscelis"
"Boophis roseipalmatus","Boophis roseipalmatus"
"Boophis rufioculis","Boophis (Boophis) rufioculis"
"Boophis rufioculis","Boophis rufioculis"
"Boophis sambirano","Boophis (Boophis) sambirano"
"Boophis sambirano","Boophis sambirano"
"Boophis sandrae","Boophis sandrae"
"Boophis schuboeae","Boophis (Boophis) schuboeae"
"Boophis schuboeae","Boophis schuboeae"
"Boophis septentrionalis","Boophis (Boophis) septentrionalis"
"Boophis septentrionalis","Boophis luteus septentrionalis"
"Boophis septentrionalis","Boophis septentrionalis"
"Boophis sibilans","Boophis (Boophis) sibilans"
"Boophis sibilans","Boophis albipunctatus sibilans"
"Boophis sibilans","Boophis sibilans"
"Boophis solomaso","Boophis (Boophis) solomaso"
"Boophis solomaso","Boophis solomaso"
"Boophis spinophis","Boophis spinophis"
"Boophis tampoka","Boophis tampoka"
"Boophis tasymena","Boophis (Boophis) tasymena"
"Boophis tasymena","Boophis tasymena"
"Boophis tephraeomystax","Boophis (Sahona) tephaeomystax"
"Boophis tephraeomystax","Boophis crossleyi"
"Boophis tephraeomystax","Boophis difficilis"
"Boophis tephraeomystax","Boophis tephaeomystax"
"Boophis tephraeomystax","Boophis tephraeomystax"
"Boophis tephraeomystax","Polypedates crossleyi"
"Boophis tephraeomystax","Polypedates dispar"
"Boophis tephraeomystax","Polypedates dispar var. leucopleura"
"Boophis tephraeomystax","Polypedates tephraeomystax"
"Boophis tephraeomystax","Rhacophorus (Boophis) crossleyi"
"Boophis tephraeomystax","Rhacophorus (Boophis) tephraeomystax"
"Boophis tephraeomystax","Rhacophorus (Rhacophorus) crossleyi"
"Boophis tephraeomystax","Rhacophorus (Rhacophorus) difficilis"
"Boophis tephraeomystax","Rhacophorus (Rhacophorus) hildebrandti"
"Boophis tephraeomystax","Rhacophorus (Rhacophorus) tephraeomystax"
"Boophis tephraeomystax","Rhacophorus crossleyi"
"Boophis tephraeomystax","Rhacophorus difficilis"
"Boophis tephraeomystax","Rhacophorus dispar"
"Boophis tephraeomystax","Rhacophorus hildebrandti"
"Boophis tephraeomystax","Rhacophorus tephraeomystax"
"Boophis tephraeomystax","Sahona tephaeomystax"
"Boophis tsilomaro","Boophis tsilomaro"
"Boophis ulftunni","Boophis (Boophis) ulftunni"
"Boophis ulftunni","Boophis ulftunni"
"Boophis viridis","Boophis (Boophis) viridis"
"Boophis viridis","Boophis viridis"
"Boophis vittatus","Boophis (Boophis) vittatus"
"Boophis vittatus","Boophis vittatus"
"Boophis williamsi","Boophis (Boophis) williamsi"
"Boophis williamsi","Boophis williamsi"
"Boophis williamsi","Rhacophorus williamsi"
"Boophis xerophilus","Boophis (Sahona) xerophilus"
"Boophis xerophilus","Boophis xerophilus"
"Boophis xerophilus","Sahona xerophilus"
"Aglyptodactylus australis","Aglyptodactylus australis"
"Aglyptodactylus chorus","Aglyptodactylus chorus"
"Aglyptodactylus inguinalis","Aglyptodactylus inguinalis"
"Aglyptodactylus inguinalis","Rana inguinalis"
"Aglyptodactylus laticeps","Aglyptodactylus laticeps"
"Aglyptodactylus madagascariensis","Aglyptodactylus madagascariensis"
"Aglyptodactylus madagascariensis","Hylarana madagascariensis"
"Aglyptodactylus madagascariensis","Limnodytes madagascariensis"
"Aglyptodactylus madagascariensis","Mantidactylus (Aglyptodactylus) madagascariensis"
"Aglyptodactylus madagascariensis","Mantidactylus (Mantidactylus) purpureus"
"Aglyptodactylus madagascariensis","Mantidactylus madagascariensis"
"Aglyptodactylus madagascariensis","Mantidactylus purpureus"
"Aglyptodactylus madagascariensis","Rana madagascariensis"
"Aglyptodactylus securifer","Aglyptodactylus securifer"
"Laliostoma labrosum","Laliostoma labrosa"
"Laliostoma labrosum","Laliostoma labrosum"
"Laliostoma labrosum","Pyxicephalus labrosa"
"Laliostoma labrosum","Pyxicephalus labrosus"
"Laliostoma labrosum","Pyxicephalus madagascariensis"
"Laliostoma labrosum","Rana (Pyxicephalus) labrosa"
"Laliostoma labrosum","Rana (Tomopterna) labrosa"
"Laliostoma labrosum","Rana labrosa"
"Laliostoma labrosum","Sphaeroteca labrosa"
"Laliostoma labrosum","Tomopterna (Laliostoma) labrosa"
"Laliostoma labrosum","Tomopterna (Sphaeroteca) labrosa"
"Laliostoma labrosum","Tomopterna labrosa"
"Blommersia angolafa","Blommersia angolafa"
"Blommersia blommersae","Blommersia blommersae"
"Blommersia blommersae","Gephyromantis blommersae"
"Blommersia blommersae","Mantidactylus (Blommersia) blommersae"
"Blommersia blommersae","Mantidactylus blommersae"
"Blommersia dejongi","Blommersia dejongi"
"Blommersia domerguei","Blommersia domerguei"
"Blommersia domerguei","Gephyromantis domerguei"
"Blommersia domerguei","Mantidactylus (Blommersia) domerguei"
"Blommersia domerguei","Mantidactylus domerguei"
"Blommersia galani","Blommersia galani"
"Blommersia grandisonae","Blommersia grandisonae"
"Blommersia grandisonae","Mantidactylus (Blommersia) grandisonae"
"Blommersia grandisonae","Mantidactylus grandisonae"
"Blommersia kely","Blommersia kely"
"Blommersia kely","Mantidactylus (Blommersia) kely"
"Blommersia kely","Mantidactylus kely"
"Blommersia sarotra","Blommersia sarotra"
"Blommersia sarotra","Mantidactylus (Blommersia) sarotra"
"Blommersia sarotra","Mantidactylus sarotra"
"Blommersia transmarina","Blommersia transmarina"
"Blommersia variabilis","Blommersia variabilis"
"Blommersia wittei","Blommersia wittei"
"Blommersia wittei","Mantidactylus (Blommersia) wittei"
"Blommersia wittei","Mantidactylus wittei"
"Boehmantis microtympanum","Boehmantis microtympanum"
"Boehmantis microtympanum","Mantidactylus (Mantidactylus) microtympanum"
"Boehmantis microtympanum","Mantidactylus microtympanum"
"Gephyromantis ambohitra","Asperomantis ambohitra"
"Gephyromantis ambohitra","Duboimantis ambohitra"
"Gephyromantis ambohitra","Gephyromantis (Asperomantis) ambohitra"
"Gephyromantis ambohitra","Gephyromantis (Duboimantis) ambohitra"
"Gephyromantis ambohitra","Gephyromantis ambohitra"
"Gephyromantis ambohitra","Mantidactylus (Gephyromantis) ambohitra"
"Gephyromantis ambohitra","Mantidactylus ambohitra"
"Gephyromantis angano","Asperomantis angano"
"Gephyromantis angano","Gephyromantis (Asperomantis) angano"
"Gephyromantis angano","Gephyromantis angano"
"Gephyromantis asper","Asperomantis asper"
"Gephyromantis asper","Duboimantis asper"
"Gephyromantis asper","Gephryomantis (Asperomantis) asper"
"Gephyromantis asper","Gephryomantis asper"
"Gephyromantis asper","Gephyromantis (Duboimantis) asper"
"Gephyromantis asper","Gephyromantis asper"
"Gephyromantis asper","Mantidactylus (Gephyromantis) asper"
"Gephyromantis asper","Mantidactylus (Mantidactylus) asper"
"Gephyromantis asper","Mantidactylus asper"
"Gephyromantis asper","Rana aspera"
"Gephyromantis atsingy","Gephyromantis (Phylacomantis) atsingy"
"Gephyromantis atsingy","Gephyromantis atsingy"
"Gephyromantis atsingy","Phylacomantis atsingy"
"Gephyromantis azzurrae","Gephyromantis (Phylacomantis) azzurrae"
"Gephyromantis azzurrae","Gephyromantis azzurrae"
"Gephyromantis azzurrae","Phylacomantis azzurrae"
"Gephyromantis blanci","Gephyromantis (Gephyromantis) blanci"
"Gephyromantis blanci","Gephyromantis blanci"
"Gephyromantis blanci","Mantidactylus blanci"
"Gephyromantis boulengeri","Gephyromantis (Gephyromantis) boulengeri"
"Gephyromantis boulengeri","Gephyromantis boulengeri"
"Gephyromantis boulengeri","Mantidactylus (Gephyromantis) boulengeri"
"Gephyromantis boulengeri","Mantidactylus boulengeri"
"Gephyromantis boulengeri","Rhacophorus (Rhacophorus) gephyromantis"
"Gephyromantis boulengeri","Rhacophorus gephyromantis"
"Gephyromantis ceratophrys","Asperomantis ceratophrys"
"Gephyromantis ceratophrys","Gephyromantis (Asperomantis) ceratophrys"
"Gephyromantis ceratophrys","Gephyromantis ceratophrys"
"Gephyromantis ceratophrys","Mantidactylus (Mantidactylus) ceratophrys"
"Gephyromantis ceratophrys","Mantidactylus ceratophrys"
"Gephyromantis cornutus","Duboimantis cornutus"
"Gephyromantis cornutus","Gephyromantis (Duboimantis) cornutus"
"Gephyromantis cornutus","Gephyromantis cornutus"
"Gephyromantis cornutus","Mantidactylus (Phylacomantis) cornutus"
"Gephyromantis cornutus","Mantidactylus cornutus"
"Gephyromantis cornutus","Phylacomantis cornutus"
"Gephyromantis corvus","Gephyromantis (Phylacomantis) corvus"
"Gephyromantis corvus","Gephyromantis corvus"
"Gephyromantis corvus","Mantidactylus (Phylacomantis) corvus"
"Gephyromantis corvus","Mantidactylus corvus"
"Gephyromantis corvus","Phylacomantis corvus"
"Gephyromantis decaryi","Gephyromantis (Gephyromantis) decaryi"
"Gephyromantis decaryi","Gephyromantis decaryi"
"Gephyromantis decaryi","Gephyromantis decaryi decaryi"
"Gephyromantis decaryi","Mantidactylus (Gephyromantis) decaryi"
"Gephyromantis decaryi","Mantidactylus decaryi"
"Gephyromantis eiselti","Gephyromantis (Gephyromantis) eiselti"
"Gephyromantis eiselti","Gephyromantis eiselti"
"Gephyromantis eiselti","Mantidactylus (Gephyromantis) eiselti"
"Gephyromantis eiselti","Mantidactylus eiselti"
"Gephyromantis enki","Gephyromantis (Gephyromantis) enki"
"Gephyromantis enki","Gephyromantis enki"
"Gephyromantis enki","Mantidactylus (Gephyromantis) enki"
"Gephyromantis enki","Mantidactylus enki"
"Gephyromantis granulatus","Duboimantis granulatus"
"Gephyromantis granulatus","Gephyromantis (Duboimantis) granulatus"
"Gephyromantis granulatus","Gephyromantis granulatus"
"Gephyromantis granulatus","Limnodytes granulatus"
"Gephyromantis granulatus","Mantidactylus (Gephyromantis) granulatus"
"Gephyromantis granulatus","Mantidactylus (Mantidactylus) granulatus"
"Gephyromantis granulatus","Mantidactylus (Phylacomantis) granulatus"
"Gephyromantis granulatus","Mantidactylus granulatus"
"Gephyromantis granulatus","Phylacomantis granulatus"
"Gephyromantis granulatus","Rana granulata"
"Gephyromantis grosjeani","Duboimantis grosjeani"
"Gephyromantis grosjeani","Gephyromantis (Duboimantis) grosjeani"
"Gephyromantis grosjeani","Gephyromantis grosjeani"
"Gephyromantis hintelmannae","Gephyromantis (Gephyromantis) hintelmannae"
"Gephyromantis hintelmannae","Gephyromantis hintelmannae"
"Gephyromantis horridus","Arthroleptis horrida"
"Gephyromantis horridus","Arthroleptis horridus"
"Gephyromantis horridus","Gephyromantis (Laurentomantis) horridus"
"Gephyromantis horridus","Gephyromantis horridus"
"Gephyromantis horridus","Hemimantis (Arthroleptis) horrida"
"Gephyromantis horridus","Hemimantis horrida"
"Gephyromantis horridus","Laurentomantis horrida"
"Gephyromantis horridus","Laurentomantis horridus"
"Gephyromantis horridus","Mantidactylus (Laurentomantis) horridus"
"Gephyromantis horridus","Mantidactylus horridus"
"Gephyromantis horridus","Trachymantis horrida"
"Gephyromantis horridus","Trachymantis horridus"
"Gephyromantis klemmeri","Gephyromantis (Gephyromantis) klemmeri"
"Gephyromantis klemmeri","Gephyromantis klemmeri"
"Gephyromantis klemmeri","Mantidactylus (Gephyromantis) klemmeri"
"Gephyromantis klemmeri","Mantidactylus klemmeri"
"Gephyromantis leucocephalus","Gephyromantis (Gephyromantis) leucocephalus"
"Gephyromantis leucocephalus","Gephyromantis decaryi leucocephala"
"Gephyromantis leucocephalus","Gephyromantis leucocephalus"
"Gephyromantis leucocephalus","Mantidactylus boulengeri leucocephalus"
"Gephyromantis leucocephalus","Mantidactylus leucocephalus"
"Gephyromantis leucomaculatus","Boophis leucomaculatus"
"Gephyromantis leucomaculatus","Duboimantis leucomaculatus"
"Gephyromantis leucomaculatus","Gephyromantis (Duboimantis) leucomaculatus"
"Gephyromantis leucomaculatus","Gephyromantis leucomaculatus"
"Gephyromantis leucomaculatus","Mantidactylus (Gephyromantis) leucomaculatus"
"Gephyromantis leucomaculatus","Mantidactylus (Phylacomantis) leucomaculatus"
"Gephyromantis leucomaculatus","Mantidactylus leucomaculatus"
"Gephyromantis leucomaculatus","Phylacomantis leucomaculatus"
"Gephyromantis leucomaculatus","Rhacophorus leucomaculatus"
"Gephyromantis lomorina","Gephyromantis (Vatomantis) lomorina"
"Gephyromantis lomorina","Gephyromantis lomorina"
"Gephyromantis lomorina","Vatomantis lomorina"
"Gephyromantis luteus","Duboimantis luteus"
"Gephyromantis luteus","Gephyromantis (Duboimantis) luteus"
"Gephyromantis luteus","Gephyromantis luteus"
"Gephyromantis luteus","Mantidactylus (Gephyromantis) luteus"
"Gephyromantis luteus","Mantidactylus (Mantidactylus) luteus"
"Gephyromantis luteus","Mantidactylus luteus"
"Gephyromantis mafy","Gephyromantis (Gephyromantis) mafy"
"Gephyromantis mafy","Gephyromantis mafy"
"Gephyromantis malagasius","Gephyromantis (Laurentomantis) malagasius"
"Gephyromantis malagasius","Gephyromantis malagasius"
"Gephyromantis malagasius","Laurentomantis malagasia"
"Gephyromantis malagasius","Laurentomantis malagasius"
"Gephyromantis malagasius","Mantidactylus (Laurentomantis) malagasius"
"Gephyromantis malagasius","Mantidactylus malagasius"
"Gephyromantis malagasius","Microphryne malagasia"
"Gephyromantis malagasius","Trachymantis malagasia"
"Gephyromantis moseri","Duboimantis moseri"
"Gephyromantis moseri","Gephyromantis (Duboimantis) moseri"
"Gephyromantis moseri","Gephyromantis moseri"
"Gephyromantis moseri","Mantidactylus (Phylacomantis) moseri"
"Gephyromantis moseri","Mantidactylus moseri"
"Gephyromantis moseri","Phylacomantis moseri"
"Gephyromantis plicifer","Duboimantis plicifer"
"Gephyromantis plicifer","Gephyromantis (Duboimantis) plicifer"
"Gephyromantis plicifer","Gephyromantis plicifer"
"Gephyromantis plicifer","Mantidactylus (Gephyromantis) plicifer"
"Gephyromantis plicifer","Mantidactylus (Mantidactylus) pliciferus"
"Gephyromantis plicifer","Mantidactylus plicifer"
"Gephyromantis plicifer","Mantidactylus pliciferus"
"Gephyromantis plicifer","Rana plicifera"
"Gephyromantis pseudoasper","Gephyromantis (Phylacomantis) pseudoasper"
"Gephyromantis pseudoasper","Gephyromantis pseudoasper"
"Gephyromantis pseudoasper","Mantidactylus (Gephyromantis) pseudoasper"
"Gephyromantis pseudoasper","Mantidactylus (Mantidactylus) glandulosus"
"Gephyromantis pseudoasper","Mantidactylus (Phylacomantis) pseudoasper"
"Gephyromantis pseudoasper","Mantidactylus glandulosus"
"Gephyromantis pseudoasper","Mantidactylus pseudoasper"
"Gephyromantis pseudoasper","Phylacomantis pseudoasper"
"Gephyromantis ranjomavo","Gephyromantis (Laurentomantis) ranjomavo"
"Gephyromantis ranjomavo","Gephyromantis ranjomavo"
"Gephyromantis ranjomavo","Laurentomantis ranjomavo"
"Gephyromantis redimitus","Duboimantis redimitus"
"Gephyromantis redimitus","Gephyromantis (Duboimantis) redimitus"
"Gephyromantis redimitus","Gephyromantis redimitus"
"Gephyromantis redimitus","Mantidactylus (Gephyromantis) redimitus"
"Gephyromantis redimitus","Mantidactylus (Mantidactylus) redimitus"
"Gephyromantis redimitus","Mantidactylus (Phylacomantis) redimitus"
"Gephyromantis redimitus","Mantidactylus redimitus"
"Gephyromantis redimitus","Phylacomantis redimitus"
"Gephyromantis redimitus","Rana redimita"
"Gephyromantis rivicola","Gephyromantis (Vatomantis) rivicola"
"Gephyromantis rivicola","Gephyromantis rivicola"
"Gephyromantis rivicola","Mantidactylus (Gephyromantis) rivicola"
"Gephyromantis rivicola","Mantidactylus rivicola"
"Gephyromantis rivicola","Vatomantis rivicola"
"Gephyromantis runewsweeki","Gephyromantis runewsweeki"
"Gephyromantis salegy","Duboimantis salegy"
"Gephyromantis salegy","Gephyromantis (Duboimantis) salegy"
"Gephyromantis salegy","Gephyromantis salegy"
"Gephyromantis salegy","Mantidactylus (Phylacomantis) salegy"
"Gephyromantis salegy","Mantidactylus salegy"
"Gephyromantis salegy","Phylacomantis salegy"
"Gephyromantis saturnini","Duboimantis saturnini"
"Gephyromantis saturnini","Gephyromantis (Duboimantis) saturnini"
"Gephyromantis saturnini","Gephyromantis saturnini"
"Gephyromantis schilfi","Duboimantis schilfi"
"Gephyromantis schilfi","Gephyromantis (Duboimantis) schilfi"
"Gephyromantis schilfi","Gephyromantis schilfi"
"Gephyromantis schilfi","Mantidactylus schilfi"
"Gephyromantis sculpturatus","Duboimantis sculpturatus"
"Gephyromantis sculpturatus","Gephyromantis (Duboimantis) sculpturatus"
"Gephyromantis sculpturatus","Gephyromantis sculpturatus"
"Gephyromantis sculpturatus","Mantidactylus (Gephyromantis) sculpturatus"
"Gephyromantis sculpturatus","Mantidactylus (Mantidactylus) sculpturatus"
"Gephyromantis sculpturatus","Mantidactylus sculpturatus"
"Gephyromantis silvanus","Gephyromantis (Vatomantis) silvanus"
"Gephyromantis silvanus","Gephyromantis silvanus"
"Gephyromantis silvanus","Mantidactylus (Gephyromantis) silvanus"
"Gephyromantis silvanus","Mantidactylus silvanus"
"Gephyromantis silvanus","Vatomantis silvanus"
"Gephyromantis spiniferus","Asperomantis spinifer"
"Gephyromantis spiniferus","Duboimantis spinifer"
"Gephyromantis spiniferus","Gephyromantis (Asperomantis) spinifer"
"Gephyromantis spiniferus","Gephyromantis (Duboimantis) spinifer"
"Gephyromantis spiniferus","Gephyromantis spinifer"
"Gephyromantis spiniferus","Gephyromantis spiniferus"
"Gephyromantis spiniferus","Mantidactylus (Gephyromantis) spinifer"
"Gephyromantis spiniferus","Mantidactylus spinifer"
"Gephyromantis spiniferus","Mantidactylus spiniferus"
"Gephyromantis striatus","Gephyromantis (Laurentomantis) striatus"
"Gephyromantis striatus","Gephyromantis striatus"
"Gephyromantis striatus","Laurentomantis striatus"
"Gephyromantis striatus","Mantidactylus (Laurentomantis) striatus"
"Gephyromantis striatus","Mantidactylus striatus"
"Gephyromantis tahotra","Asperomantis tahotra"
"Gephyromantis tahotra","Gephyromantis (Asperomantis) tahotra"
"Gephyromantis tahotra","Gephyromantis tahotra"
"Gephyromantis tandroka","Duboimantis tandroka"
"Gephyromantis tandroka","Gephyromantis (Duboimantis) tandroka"
"Gephyromantis tandroka","Gephyromantis tandroka"
"Gephyromantis tandroka","Mantidactylus (Phylacomantis) tandroka"
"Gephyromantis tandroka","Mantidactylus tandroka"
"Gephyromantis tandroka","Phylacomantis tandroka"
"Gephyromantis thelenae","Gephyromantis (Gephyromantis) thelenae"
"Gephyromantis thelenae","Gephyromantis thelenae"
"Gephyromantis thelenae","Mantidactylus (Gephyromantis) thelenae"
"Gephyromantis thelenae","Mantidactylus thelenae"
"Gephyromantis tohatra","Duboimantis tohatra"
"Gephyromantis tohatra","Gephyromantis (Duboimantis) tohatra"
"Gephyromantis tohatra","Gephyromantis tohatra"
"Gephyromantis tschenki","Duboimantis tschenki"
"Gephyromantis tschenki","Gephyromantis (Duboimantis) tschenki"
"Gephyromantis tschenki","Gephyromantis tschenki"
"Gephyromantis tschenki","Mantidactylus (Phylacomantis) tschenki"
"Gephyromantis tschenki","Mantidactylus tschenki"
"Gephyromantis tschenki","Phylacomantis tschenki"
"Gephyromantis ventrimaculatus","Gephyromantis (Laurentomantis) ventrimaculatus"
"Gephyromantis ventrimaculatus","Gephyromantis ventrimaculatus"
"Gephyromantis ventrimaculatus","Laurentomantis ventrimaculata"
"Gephyromantis ventrimaculatus","Laurentomantis ventrimaculatus"
"Gephyromantis ventrimaculatus","Mantidactylus (Laurentomantis) ventrimaculatus"
"Gephyromantis ventrimaculatus","Mantidactylus ventrimaculatus"
"Gephyromantis ventrimaculatus","Trachymantis malagasia ventrimaculatus"
"Gephyromantis ventrimaculatus","Trachymantis ventrimaculata"
"Gephyromantis verrucosus","Gephyromantis verrucosus"
"Gephyromantis webbi","Gephyromantis (Vatomantis) webbi"
"Gephyromantis webbi","Gephyromantis webbi"
"Gephyromantis webbi","Mantidactylus (Gephyromantis) webbi"
"Gephyromantis webbi","Mantidactylus webbi"
"Gephyromantis webbi","Rhacophorus webbi"
"Gephyromantis webbi","Vatomantis webbi"
"Gephyromantis zavona","Duboimantis zavona"
"Gephyromantis zavona","Gephyromantis (Duboimantis) zavona"
"Gephyromantis zavona","Gephyromantis zavona"
"Gephyromantis zavona","Mantidactylus (Phylacomantis) zavona"
"Gephyromantis zavona","Mantidactylus zavona"
"Gephyromantis zavona","Phylacomantis zavona"
"Guibemantis albolineatus","Blommersia albolineatus"
"Guibemantis albolineatus","Guibemantis (Pandanusicola) albolineatus"
"Guibemantis albolineatus","Guibemantis albolineatus"
"Guibemantis albolineatus","Mantidactylus (Blommersia) albolineatus"
"Guibemantis albolineatus","Mantidactylus (Pandanusicola) albolineatus"
"Guibemantis albolineatus","Mantidactylus albolineatus"
"Guibemantis albolineatus","Pandanusicola albolineatus"
"Guibemantis albomaculatus","Guibemantis (Pandanusicola"
"Guibemantis albomaculatus","Guibemantis albomaculatus"
"Guibemantis annulatus","Guibemantis (Pandanusicola) annulatus"
"Guibemantis annulatus","Guibemantis annulatus"
"Guibemantis annulatus","Pandanusicola annulatus"
"Guibemantis bicalcaratus","Blommersia bicalcaratus"
"Guibemantis bicalcaratus","Gephyromantis bicalcaratus"
"Guibemantis bicalcaratus","Guibemantis (Pandanusicola) bicalcaratus"
"Guibemantis bicalcaratus","Guibemantis bicalcaratus"
"Guibemantis bicalcaratus","Mantidactylus (Blommersia) bicalcaratus"
"Guibemantis bicalcaratus","Mantidactylus (Pandanusicola) bicalcaratus"
"Guibemantis bicalcaratus","Mantidactylus bicalcaratus"
"Guibemantis bicalcaratus","Pandanusicola bicalcaratus"
"Guibemantis bicalcaratus","Rhacophorus (Rhacophorus) bicalcaratus"
"Guibemantis bicalcaratus","Rhacophorus bicalcaratus"
"Guibemantis depressiceps","Boophis depressiceps"
"Guibemantis depressiceps","Boophis mocquardi"
"Guibemantis depressiceps","Guibemantis (Guibemantis) depressiceps"
"Guibemantis depressiceps","Guibemantis depressiceps"
"Guibemantis depressiceps","Mantidactylus (Guibemantis) depressiceps"
"Guibemantis depressiceps","Mantidactylus (Mantidactylus) acuticeps"
